"Year","Country.Code","WBL.Index","Region","Income Group","GDP","Labor.Force.Participation","Edu.pri","Edu.sec","Edu.ter","Wage","Edu.pri_Missing_Rate","Edu.sec_Missing_Rate","Edu.ter_Missing_Rate","Edu_Missing_Rate","Log.GDP"
1991,"BEN",40,"Sub-Saharan Africa","Lower middle income",2207.06796428357,40.9405063413037,32.99804,11.13765,0.602310002,10.8406113407907,0.75,0.88,0.16,0.59,7.69987318784879
1991,"BTN",55,"South Asia","Lower middle income",3411.38375844855,38.2454199733323,49.98523,16.90257,2.053719997,21.5334773218143,0.5,0.47,0.5,0.49,8.13516637545474
1991,"BWA",22.5,"Sub-Saharan Africa","Upper middle income",10520.9402101702,42.0474983014117,97.27605,42.46151,3.29550004,62.2349559266844,0.34,0.69,0.31,0.45,9.26121789991101
1991,"BRA",50.625,"Latin America & Caribbean","Upper middle income",12633.288457041,34.9841453969309,92.07035,77.48286,11.56707001,65.6533909362117,0.75,0.72,0.47,0.65,9.44416970300432
1991,"BRN",41.875,"East Asia & Pacific","High income",118163.683197804,32.155146552789,89.07874,71.65753,6.468800068,96.1128766478343,0.84,0.44,0.12,0.47,11.6798345507953
1991,"BGR",68.125,"Europe & Central Asia","Upper middle income",15073.0910586235,48.8033160295097,92.71352,83.90858,32.15623856,86.6548964559124,0.47,0.38,0,0.28,9.62073272515892
1991,"BFA",61.875,"Sub-Saharan Africa","Low income",1107.85590454965,49.2877995291479,21.36674,4.65139,0.321020007,2.45041056093989,0.19,0.38,0.12,0.23,7.01108404613078
1991,"BDI",47.5,"Sub-Saharan Africa","Low income",1396.07762688916,51.894912523782,45.17336,4.01448,0.409260005,2.56205142391689,0.56,0.66,0.31,0.51,7.24213792456297
1991,"CPV",60.625,"Sub-Saharan Africa","Lower middle income",1848.75865235574,36.918597375293,97.414,24.65736,1.638689995,35.5198865128987,0.44,0.53,0.41,0.46,7.52281045137587
1991,"KHM",54.375,"East Asia & Pacific","Lower middle income",2646.09798836687,51.7285441065001,76.28283,11.71936,0.41207999,4.45078462139134,0.59,0.69,0.28,0.52,7.88121922019205
1991,"CMR",45.625,"Sub-Saharan Africa","Lower middle income",4517.61887779618,48.1411563036765,66.47375,36.95547,3.975199938,4.96224081704008,0.88,0.84,0.34,0.69,8.41596166812422
1991,"CAN",95,"High income: OECD","High income",39863.0660385958,44.6303085915873,98.11202,89.3506,100,89.9430190685091,0.78,0.78,0.19,0.58,10.5932305965572
1991,"TCD",48.75,"Sub-Saharan Africa","Low income",1237.94231691754,45.9465580592707,30.68962,2.88696,0.135000005,0.667138581288554,0.66,0.75,0.53,0.65,7.12201332438519
1991,"CHL",54.375,"High income: OECD","High income",11064.2547708945,30.5015870567926,95.01734,88.09875,23.83772087,73.2681765211159,0.66,0.66,0.09,0.47,9.31156527715406
1991,"COL",59.375,"Latin America & Caribbean","Upper middle income",10181.1326017783,38.8302498482753,77.01311,67.05516,15.95559978,51.536796299867,0.5,0.56,0.12,0.4,9.22838975753386
1991,"HRV",61.25,"Europe & Central Asia","High income",23387.9877231275,42.4376011130675,83.75056,82.82476,24.27831078,72.3555962270806,0.75,0.5,0.09,0.45,10.0600205804513
1991,"CYP",71.25,"Europe & Central Asia","High income",28318.751953125,35.2575278549402,79.15071,90.5196,22.20189095,82.1074001634027,0.44,0.28,0.28,0.33,10.251314789052
1991,"CZE",67.5,"High income: OECD","High income",29202.9872202097,44.4589521072158,89.15242,89.29101,14.54351997,94.3384224502057,0.88,0.75,0,0.54,10.2820605275718
1991,"CIV",48.75,"Sub-Saharan Africa","Lower middle income",5255.50962638401,35.6893249804083,46.8227,24.51976,1.746060014,5.56902748738108,0.56,0.88,0.44,0.62,8.5672225163438
1991,"DNK",78.75,"High income: OECD","High income",46233.2730035735,46.4684803515557,98.31617,88.38124,40.42750931,93.2171486889105,0.44,0.22,0.03,0.23,10.7414766419468
1991,"DOM",55.625,"Latin America & Caribbean","Upper middle income",7283.26514448824,31.1612915943857,84.00589,43.96131,25.36834908,68.8249015180424,0.44,0.47,0.69,0.53,8.89347184113067
1991,"ECU",63.75,"Latin America & Caribbean","Upper middle income",9093.61180260214,37.7349358812405,92.57643,47.37853,40.93994141,43.6633498466333,0.66,0.38,0.78,0.6,9.11543740753466
1991,"EGY",26.875,"Middle East & North Africa","Lower middle income",8006.62143741369,23.9315366713282,80.85954,59.48309,8.595199585,48.2175965603464,0.72,0.84,0.34,0.64,8.98814904682741
1991,"SLV",52.5,"Latin America & Caribbean","Upper middle income",5976.01762522026,35.2406965257967,87.92355,47.39215,19.15387917,50.5871987382791,0.56,0.47,0.12,0.39,8.69567699766051
1991,"EST",55,"High income: OECD","High income",19715.2787106298,47.4137092075131,86.0757,86.12564,24.27993011,96.4617813445599,0.69,0.38,0.03,0.36,9.88919990399183
1991,"SWZ",38.75,"Sub-Saharan Africa","Lower middle income",5528.90558902903,43.6613295500608,74.47759,36.52322,3.418220043,69.1236878137837,0.53,0.47,0.62,0.54,8.61792602186233
1991,"ETH",50.625,"Sub-Saharan Africa","Low income",874.346891442491,43.624601420193,15.57176,9.12729,0.276639998,7.51534475686204,0.38,0.81,0.41,0.53,6.77462025515597
1991,"FJI",51.25,"East Asia & Pacific","Upper middle income",8126.89069259408,32.8917137049679,96.68551,80.3371,15.87316036,56.992530334952,0.59,0.66,0.62,0.62,9.00305672147415
1991,"FIN",82.5,"High income: OECD","High income",39167.8614763562,47.1009094643876,98.71577,93.79326,53.20288849,89.0019551073916,0.31,0.19,0,0.17,10.5756373600224
1991,"FRA",76.875,"High income: OECD","High income",39674.4258103729,43.9336740885336,99.21433,90.54048,42.44662094,87.4991353968961,0.38,0.22,0,0.2,10.5884872777976
1991,"GEO",58.125,"Europe & Central Asia","Upper middle income",12917.0944269361,47.2955009415898,90.7872,73.25802,34.41196823,49.3665170258812,0.75,0.59,0.12,0.49,9.46638427628362
1991,"DEU",71.25,"High income: OECD","High income",42657.6534861489,42.4301298977457,87.53235,89.38924,30.66111946,92.0568062301312,0.47,0.5,0.5,0.49,10.660985427677
1991,"GHA",54.375,"Sub-Saharan Africa","Lower middle income",2785.67114332501,50.8030703203636,57.89835,28.82961,0.454140007,7.39513888672853,0.44,0.47,0.34,0.42,7.93260302386569
1991,"GRC",70.625,"High income: OECD","High income",26953.5227252098,34.6514577318542,90.53294,81.9191,34.33863831,54.464177243518,0.22,0.34,0.12,0.23,10.2019063813743
1991,"GTM",49.375,"Latin America & Caribbean","Upper middle income",7597.36983577074,32.0123879460854,67.43367,20.18352,8.082559586,42.1237655509832,0.38,0.53,0.56,0.49,8.93568900797369
1991,"GIN",46.875,"Sub-Saharan Africa","Lower middle income",2105.74729496232,51.2979170929878,17.12235,6.4184,0.120580003,1.9088143630805,0.41,0.72,0.22,0.45,7.65290047066556
1991,"HND",51.875,"Latin America & Caribbean","Lower middle income",4427.04022067658,33.1298165311756,86.79371,45.84987,7.886919975,43.6632733049198,0.44,0.84,0.44,0.57,8.39571237704757
1991,"HKG",74.375,"East Asia & Pacific","High income",31598.8941926887,37.306620577027,95.01585,79.30415,13.80144978,94.526633835537,0.94,0.41,0.28,0.54,10.3609090512368
1991,"HUN",66.875,"High income: OECD","High income",21448.3078858035,45.4179053122145,77.3119,82.57994,14.76233959,84.1915146786928,0.31,0.34,0,0.22,9.97344765743948
1991,"ISL",85.625,"High income: OECD","High income",40307.0638928181,45.5569219715079,97.32543,86.69995,29.57233047,87.9962546816479,0.47,0.38,0,0.28,10.6043068245141
1991,"IND",52.5,"South Asia","Lower middle income",2203.14703867968,24.8543817838003,73.18593,62.40373,4.169050217,10.3820697060015,0.66,0.97,0.22,0.61,7.69809588251196
1991,"IDN",47.5,"East Asia & Pacific","Upper middle income",4873.05380133263,37.7976027598519,93.84556,38.75642,7.554090023,26.7551125988929,0.25,0.47,0.19,0.3,8.49168127255932
1991,"IRN",29.375,"Middle East & North Africa","Lower middle income",9046.58484470857,10.5349119738592,91.58669,75.81558,14.2735796,52.6045848194896,0.56,0.75,0.22,0.51,9.11025313309037
1991,"IRL",75,"High income: OECD","High income",29444.5646717429,35.1035536634673,89.65726,80.0726,27.28199959,89.4922773578705,0.72,0.41,0,0.38,10.2902985723638
1991,"ITA",71.25,"High income: OECD","High income",43204.4026692924,36.8915478037786,97.85218,85.82697,31.11459923,75.6854861627914,0.78,0.41,0,0.4,10.6737208282018
1991,"JAM",56.875,"Latin America & Caribbean","Upper middle income",8742.16514897684,46.3267540852944,96.04081,81.79052,18.01432991,61.3725372055191,0.62,0.56,0.69,0.62,9.0760275482827
1991,"JOR",26.25,"Middle East & North Africa","Lower middle income",7589.82020149345,13.5823659775368,87.86538,77.5918,21.72286034,96.7909941679099,0.5,0.59,0.19,0.43,8.93469492798912
1991,"KEN",51.875,"Sub-Saharan Africa","Lower middle income",4177.48603310346,48.6236546013599,61.17905,32.51224,1.943079948,19.0368946025293,0.62,0.72,0.72,0.69,8.33770426687361
1991,"KOR",57.5,"High income: OECD","High income",13883.3754566665,38.8831881053773,99.76611,86.89837,23.51326942,57.1598407686427,0.62,0.25,0,0.29,9.53851941901495
1991,"KWT",26.25,"Middle East & North Africa","High income",38737.2096391656,26.7034239154633,46.58486,46.43101,23.62269974,99.5208809562565,0.62,0.47,0.41,0.5,10.5645817211064
1991,"KGZ",55,"Europe & Central Asia","Lower middle income",6095.68108610235,45.3887029767358,90.45844,82.63853,25.47963905,45.8950013160178,0.53,0.72,0.06,0.44,8.71549981784834
1991,"LAO",42.5,"East Asia & Pacific","Lower middle income",2005.50049410401,48.3999522072002,53.71143,12.21068,0.785809994,8.6317194493171,0.19,0.22,0.06,0.16,7.60414743595863
1991,"LVA",55,"High income: OECD","High income",16888.0308087542,47.4185561027906,96.83931,92.48556,26.96952057,90.6522594839281,0.72,0.69,0.12,0.51,9.73441962560681
1991,"LSO",28.75,"Sub-Saharan Africa","Lower middle income",1422.15056881284,46.3035074083008,73.04501,17.9605,1.392009974,57.9742549908863,0.19,0.25,0.41,0.28,7.26062840332351
1991,"LTU",61.25,"High income: OECD","High income",20845.2078427471,48.2301066555819,94.5456,84.71006,31.88056946,86.5639236212077,0.94,0.41,0.03,0.46,9.94492733263943
1991,"LUX",74.375,"High income: OECD","High income",82483.0106261715,35.5007076070785,97.13656,72.18904,10.6876297,89.253216190775,0.5,0.38,0.56,0.48,11.3203597429472
1991,"MDG",40,"Sub-Saharan Africa","Low income",1975.1465684083,48.4229499699127,57.54389,17.49195,2.682780027,10.4551344965328,0.78,0.66,0.09,0.51,7.58890404985273
1991,"MWI",42.5,"Sub-Saharan Africa","Low income",1047.46436351132,51.1130334974647,97.08693,26.10326,0.269309998,26.1652096516576,0.97,0.44,0.53,0.65,6.95508186169696
1991,"MYS",44.375,"East Asia & Pacific","Upper middle income",12013.6969483112,35.1226770298274,97.49636,79.31866,23.87953949,71.1441556034773,0.47,0.38,0.22,0.35,9.39388592507354
1991,"MLI",41.25,"Sub-Saharan Africa","Low income",1473.79429834892,42.9516529424499,36.90825,4.00533,0.167229995,4.30505702842413,0.5,0.66,0.28,0.48,7.29627380030215
1991,"MLT",46.875,"Middle East & North Africa","High income",18648.0043323485,27.5070624007131,95.87488,77.83846,11.0618,94.7922131713378,0.78,0.25,0,0.34,9.83354803664138
1991,"MRT",41.875,"Sub-Saharan Africa","Lower middle income",5519.61034144322,27.7150510548419,42.46063,12.08068,0.769110024,23.6117022115036,0.28,0.62,0.16,0.35,8.61624370226086
1991,"MUS",60.625,"Sub-Saharan Africa","Upper middle income",8951.33801354384,31.9937154092307,93.33278,65.28922,3.452270031,85.7673093981979,0.66,0.69,0.12,0.49,9.0996700077177
1991,"MEX",61.25,"Latin America & Caribbean","Upper middle income",17375.4045107384,30.3841416551944,95.78253,54.34634,12.66112041,59.2927242215865,0.94,0.44,0.06,0.48,9.76286850231642
1991,"MDA",55,"Europe & Central Asia","Upper middle income",15902.8943232278,50.9999829724262,88.51682,79.32603,58.29431915,69.6932625506459,0.41,0.41,0.75,0.52,9.67431928420802
1991,"MNG",65,"East Asia & Pacific","Lower middle income",6637.81926731198,47.1526001921738,81.91029,68.01542,21.95042038,46.1526035837497,0.47,0.62,0.16,0.42,8.80068940547046
1991,"MAR",38.125,"Middle East & North Africa","Lower middle income",4418.66015625,23.3706119310556,45.73745,37.60817,7.611189842,24.9707290356999,0.19,0.72,0.03,0.31,8.39381808438949
1991,"MOZ",36.25,"Sub-Saharan Africa","Low income",547.622781432196,53.7773965953402,38.90162,4.96208,0.189860001,2.38233765864427,0.22,0.38,0.22,0.27,6.3074111041309
1991,"MMR",53.75,"East Asia & Pacific","Lower middle income",775.328254381946,45.8074552717318,88.66937,29.18907,5.185369968,14.7153047049492,0.69,0.53,0.75,0.66,6.65457543896462
1991,"NAM",33.75,"Sub-Saharan Africa","Upper middle income",7281.77892577888,45.5941399651546,82.11097,40.79001,3.570660114,52.8826848260618,0.53,0.69,0.41,0.54,8.89326778892799
1991,"NPL",39.375,"South Asia","Lower middle income",1808.26490041654,24.6455360054664,57.01923,41.4615,2.75206995,4.38478018106964,0.88,0.84,0.38,0.7,7.50067590939923
1991,"NLD",83.125,"High income: OECD","High income",43599.8627616705,39.6106585999401,97.02954,84.73341,35.3427887,88.4179149062107,0.5,0.34,0.12,0.32,10.6828322172531
1991,"NZL",81.25,"High income: OECD","High income",30851.9430104281,43.6809165758199,98.81623,86.72767,46.07410812,84.0716672413998,0.72,0.66,0.5,0.62,10.3369874222042
1991,"NIC",60.625,"Latin America & Caribbean","Lower middle income",4183.01713355202,28.9078978462016,70.45706,37.84051,6.949379921,49.1957137850435,0.59,0.78,0.47,0.61,8.33902710075359
1991,"NER",38.75,"Sub-Saharan Africa","Low income",1411.84892200281,44.3050673488096,17.39823,3.33299,0.451779991,5.61161912701421,0.28,0.5,0.5,0.43,7.25336345694185
1991,"MKD",61.875,"Europe & Central Asia","Upper middle income",13036.9480161474,39.4149679422673,90.07971,77.59176,19.40251923,80.3666055232854,0.44,0.97,0.06,0.49,9.47561946237325
1991,"NOR",80,"High income: OECD","High income",57251.2817336314,45.4022164084501,99.70465,88.39777,46.10268021,93.2726618814144,0.5,0.25,0,0.25,10.9552227762316
1991,"OMN",26.25,"Middle East & North Africa","High income",35201.5524871089,14.7278593938839,66.56478,47.72737,4.081280231,91.2865681031771,0.56,0.56,0.22,0.45,10.4688738727955
1991,"PAK",38.125,"South Asia","Lower middle income",3199.72962609833,13.312052987069,44.56638,26.53007,0.835749984,26.2648491761212,0.47,0.66,0.38,0.5,8.07113407095364
1991,"PAN",47.5,"Latin America & Caribbean","High income",11335.9353672029,33.1381352072353,92.78902,60.00137,31.53793907,70.1885406464251,0.53,0.56,0.31,0.47,9.33582129095194
1991,"PRY",51.25,"Latin America & Caribbean","Upper middle income",9962.48027842986,37.3097524264593,94.21239,34.36397,9.925869942,46.3672491933033,0.41,0.5,0.59,0.5,9.20668171508892
1991,"PER",66.25,"Latin America & Caribbean","Upper middle income",6318.20326234261,37.4497883839261,89.88694,51.89509,29.37989998,28.3035417066659,0.62,0.34,0.75,0.57,8.75134841310888
1991,"PHL",58.125,"East Asia & Pacific","Lower middle income",4504.46230383567,38.6752163444205,90.24974,50.87802,30.36385918,49.5785321357705,0.53,0.59,0.19,0.44,8.41304578494065
1991,"POL",61.25,"High income: OECD","High income",13044.7317793816,45.5228884474583,96.99737,92.01562,24.8491497,72.0112482287987,0.47,0.41,0,0.29,9.4762162925388
1991,"PRT",68.75,"High income: OECD","High income",27334.3269406752,43.2472354746389,99.0123,74.88591,26.14940071,75.6082752076877,0.81,0.59,0.5,0.64,10.2159351717725
1991,"QAT",29.375,"Middle East & North Africa","High income",71584.4466289456,15.6358245704774,80.62631,74.81371,37.30342865,99.8982558139535,0.62,0.75,0.03,0.47,11.1786470729165
1991,"RUS",58.125,"Europe & Central Asia","Upper middle income",29945.146484375,48.0630819692926,96.89288,92.09739,56.80038071,99.4877108306794,0.72,0.91,0.25,0.62,10.3071559303031
1991,"SAU",23.75,"Middle East & North Africa","High income",60101.5756256924,10.42648062576,90.54853,73.8964,9.811019897,97.9915937088402,0.81,0.88,0,0.56,11.0038079752738
1991,"SEN",51.875,"Sub-Saharan Africa","Lower middle income",2923.34412469673,32.338920866553,38.2571,12.59931,1.542160034,12.1939432989691,0.34,0.88,0.44,0.55,7.98082550364954
1991,"SVK",61.25,"High income: OECD","High income",17558.2023142112,46.9052341390903,88.73751,85.66066,15.42695999,96.8491691305313,0.47,0.5,0.06,0.34,9.77333343985953
1991,"SVN",64.375,"High income: OECD","High income",25550.3080860257,46.6673138996185,92.89367,90.41642,25.67318916,87.771059814844,0.47,0.38,0,0.28,10.148443791426
1991,"ZAF",38.75,"Sub-Saharan Africa","Upper middle income",10824.3847590107,41.7819616394155,88.97419,56.20166,9.927599907,67.8306535514248,0.62,0.69,0.53,0.61,9.2896490957966
1991,"ESP",73.75,"High income: OECD","High income",31639.2437145894,34.7181283856464,99.80466,88.6091,39.1006012,74.7044950779021,0.91,0.41,0,0.44,10.3621851245886
1991,"LKA",54.375,"South Asia","Lower middle income",4561.57913261438,34.611176609625,99.71701,85.77321,3.166779995,63.4510614365216,0.66,0.88,0.56,0.7,8.425643341875
1991,"LCA",63.125,"Latin America & Caribbean","Upper middle income",17222.0009717488,39.5792038697241,87.15985,68.40484,7.172880173,75.8598158598159,0.72,0.41,0.38,0.5,9.75400103525732
1991,"VCT",60,"Latin America & Caribbean","Upper middle income",7386.20299469957,35.1559856533802,94.15142,78.4044,17.63961983,79.5021841259375,0.94,0.53,0.59,0.69,8.90750445714299
1991,"SWE",81.875,"High income: OECD","High income",40457.2051510442,47.818946651015,99.8375,85.77267,36.18193817,93.1359848491834,0.78,0.25,0,0.34,10.6080247486662
1991,"CHE",60,"High income: OECD","High income",64588.9540954169,41.3689701915572,84.9129,75.36394,18.9633007,83.4441846944791,0.53,0.28,0.03,0.28,11.075814168319
1991,"SYR",26.875,"Middle East & North Africa","Low income",5828.40551611713,18.7704948149991,92.60985,35.25775,13.49308968,39.2369733556244,0.88,0.41,0.38,0.55,8.67067030435403
1991,"STP",50.625,"Sub-Saharan Africa","Lower middle income",3883.20429842266,33.15632171639,79.15002,29.27558,3.789160013,18.3641368462446,0.59,0.66,0.66,0.64,8.26467342803372
1991,"TJK",55,"Europe & Central Asia","Lower middle income",4173.04607982249,35.5895817706852,91.10495,58.89816,9.87100029,60.7589503022287,0.81,0.62,0.31,0.58,8.33664112730369
1991,"TZA",61.25,"Sub-Saharan Africa","Lower middle income",1794.20458984375,49.8420671855225,52.01735,24.18458,0.103430003,4.97144428306988,0.25,0.91,0.22,0.46,7.49287427205625
1991,"THA",51.875,"East Asia & Pacific","Upper middle income",8701.64487129587,44.2425318927439,98.06709,72.82825,21.32945061,27.7929921049404,0.88,0.72,0.25,0.61,9.07138226663647
1991,"TGO",51.25,"Sub-Saharan Africa","Low income",2171.19605672473,46.3057709746842,55.42146,8.59614,0.693210006,3.13962839997525,0.53,0.88,0.47,0.62,7.68349394250718
1991,"TUR",45.625,"Europe & Central Asia","Upper middle income",12124.9396221652,29.7941768579902,88.84879,45.08283,9.298830032,31.6058762324606,0.5,0.38,0.06,0.31,9.40310220741469
1991,"UGA",46.875,"Sub-Saharan Africa","Low income",1080.03830980398,46.7143971187372,95.35283,15.2826,0.664600015,11.2091771637378,0.88,0.88,0.31,0.69,6.98567725623788
1991,"UKR",55,"Europe & Central Asia","Lower middle income",22815.798828125,49.6392312433869,93.57882,95.73711,45.38053894,88.7715998243878,0.58,0.52,0.19,0.43,10.0352523343527
1991,"GBR",78.125,"High income: OECD","High income",35586.7408198801,43.4407488056692,98.44355,82.24123,28.71344948,91.3071142282425,0.56,0.19,0,0.25,10.4797564985428
1991,"USA",81.25,"High income: OECD","High income",44378.5240269919,44.5229512872785,95.41847,90.70646,79.05632019,94.715881713225,0.72,0.72,0.44,0.62,10.7005334714852
1991,"URY",65.625,"Latin America & Caribbean","High income",14106.5275016241,39.27171871737,92.55219,71.12715,45.42134094,77.0114105417383,0.69,0.72,0.66,0.69,9.55446379927426
1991,"UZB",52.5,"Europe & Central Asia","Lower middle income",4214.58399747329,38.3766395485098,89.42745,85.67212,11.46205997,62.7854248344716,0.75,0.75,0.25,0.58,8.34654341302669
1992,"ALB",59.375,"Europe & Central Asia","Upper middle income",3916.6972572332,41.2391466233198,95.98725,65.85455,9.646459579,32.5956158855361,0.66,0.75,0.06,0.49,8.27325932579805
1992,"DZA",40.625,"Middle East & North Africa","Lower middle income",11314.8647352122,12.3757159847916,83.17855,49.12656,19.90374947,57.3718632575892,0.47,0.91,0.44,0.6,9.33396097893999
1992,"ARG",59.375,"Latin America & Caribbean","Upper middle income",18295.6091996812,40.4279616119549,96.00714,76.5898,62.41674042,74.5803050874531,0.97,0.38,0.25,0.53,9.81447103202636
1992,"ARM",58.125,"Europe & Central Asia","Upper middle income",5326.75285558236,47.3399074674902,85.03821,91.98581,39.58868027,32.6292122765925,0.59,0.84,0.28,0.57,8.58068482518009
1992,"AUS",75,"High income: OECD","High income",35083.2472250389,41.7888186871581,97.44872,88.33589,42.34503937,86.1689514933251,0.53,0.78,0.53,0.61,10.465507511707
1992,"AUT",73.125,"High income: OECD","High income",44784.2256776624,41.700001670287,91.79287,88.02071,35.50785828,86.1125345695701,0.47,0.44,0.44,0.45,10.7096335800316
1992,"AZE",61.25,"Europe & Central Asia","Upper middle income",10399.3931166437,49.0082987178492,95.44674,88.15416,20.24593925,30.5514221982855,0.22,0.97,0.47,0.55,9.24959888409235
1992,"BHS",64.375,"Latin America & Caribbean","High income",31139.8506228369,46.3454395962689,88.84671,90.55332,20.70882034,90.6586216923524,0.47,0.44,0.97,0.62,10.3462757610983
1992,"BHR",26.25,"Middle East & North Africa","High income",47644.0236872821,17.1610240160107,97.96123,93.44872,20.91571999,98.8512436426204,0.47,0.28,0.31,0.35,10.7715334689441
1992,"BGD",38.125,"South Asia","Lower middle income",2101.38366035658,21.6651176397566,93.66587,40.60347,3.542540073,21.6822805461463,0.97,0.41,0.28,0.55,7.65082705635968
1992,"BRB",68.125,"Latin America & Caribbean","High income",16264.9294890215,47.2060911085301,89.22107,94.93646,33.18186188,90.7790831007551,0.44,0.53,0.75,0.57,9.69682798384837
1992,"BLR",58.125,"Europe & Central Asia","Upper middle income",12197.7878026309,48.6603011165427,86.28125,95.05603,46.59109879,97.4847852317665,0.81,0.75,0.12,0.56,9.40909186534468
1992,"BEL",64.375,"High income: OECD","High income",43106.0423647999,40.4451428217192,96.34972,96.34577,45.33346939,83.4474118663606,0.28,0.28,0.09,0.22,10.6714416586792
1992,"BLZ",63.125,"Latin America & Caribbean","Upper middle income",9019.60575532108,30.0220418795712,97.11298,57.1753,18.34680939,75.374635095686,0.59,0.44,0.31,0.45,9.10726676771096
1992,"BEN",40,"Sub-Saharan Africa","Lower middle income",2230.46054664537,40.9312366102614,32.99804,11.13765,0.682529986,10.941461219091,0.75,0.88,0.16,0.59,7.71041160371826
1992,"BTN",55,"South Asia","Lower middle income",3338.00942057218,38.4091638724406,49.98523,16.90257,2.053719997,21.393339376317,0.5,0.47,0.5,0.49,8.11342946131499
1992,"BWA",22.5,"Sub-Saharan Africa","Upper middle income",11001.8241681256,42.2442314944972,96.22717,42.45708,4.150959969,63.2508745313891,0.34,0.69,0.31,0.45,9.30590726138465
1992,"BRA",50.625,"Latin America & Caribbean","Upper middle income",12546.5605015305,35.7004459507566,92.07035,77.48286,11.24802017,65.5207971831041,0.75,0.72,0.47,0.65,9.43728154331706
1992,"BRN",41.875,"East Asia & Pacific","High income",118220.683618951,32.8387268314021,91.82186,68.13667,6.468800068,95.993499943965,0.84,0.44,0.12,0.47,11.6803168156824
1992,"BGR",68.125,"Europe & Central Asia","Upper middle income",13937.4740005632,48.8391673852713,92.71352,83.90858,33.19802856,86.6431157745664,0.47,0.38,0,0.28,9.54240820920922
1992,"BFA",61.875,"Sub-Saharan Africa","Low income",1178.07704639063,49.0828233171241,21.8341,4.65139,0.418339998,2.4804805429537,0.19,0.38,0.12,0.23,7.07248724733405
1992,"BDI",47.5,"Sub-Saharan Africa","Low income",1435.81956149966,51.8768001415705,45.17336,4.01448,0.423429996,2.59356246261494,0.56,0.66,0.31,0.51,7.27018731208475
1992,"CPV",60.625,"Sub-Saharan Africa","Lower middle income",1830.07599656211,37.1379301930226,97.414,24.65736,1.638689995,35.751690477401,0.44,0.53,0.41,0.46,7.5126590493086
1992,"KHM",54.375,"East Asia & Pacific","Lower middle income",2731.37973720265,50.9802894978495,76.28283,11.71936,0.41207999,4.45353239773067,0.59,0.69,0.28,0.52,7.91292820707945
1992,"CMR",45.625,"Sub-Saharan Africa","Lower middle income",4220.65297387084,48.1013261059816,82.91874,36.95547,3.975199938,5.03513092037593,0.88,0.84,0.34,0.69,8.34798203030504
